Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,73,926518,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-24,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
the other girl (with Halsey),Kelsea Ballerini,68,755711,"['contemporary country', 'pop', 'post-teen pop']",75,2020-03-20,2020-03-24,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,36,3074,['country pop'],45,2020-03-20,2020-03-24,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,61,346286,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-24,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Think About You,Alana Springsteen,47,2328,['country pop'],49,2020-03-20,2020-03-24,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,50,90111,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-24,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,44,1439077,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",64,2020-03-20,2020-03-24,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,45,88313,['country rap'],67,2020-03-13,2020-03-24,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Hometown,Logan Mize,53,53236,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-03-24,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,48,7174,['country pop'],48,2020-03-06,2020-03-24,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,48,36567,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-24,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,50,14053,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-24,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,32,4251,[],31,2020-03-20,2020-03-24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
