Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,73,3678368,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-10,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Lady,Brett Young,66,520431,['contemporary country'],76,2020-05-01,2020-05-10,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
Almost Maybes,Jordan Davis,52,240291,['contemporary country'],72,2020-05-08,2020-05-10,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
2016,Sam Hunt,73,1779567,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-10,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Be A Light,Thomas Rhett,74,3329116,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-10,6,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,22879,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-10,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,60,80546,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-10,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Six Feet Apart,Luke Combs,74,2751959,['contemporary country'],85,2020-05-01,2020-05-10,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,74,494289,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-05-10,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Me Lately,Filmore,59,23058,"['contemporary country', 'country pop']",63,2020-04-03,2020-05-10,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
