Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,9PM,All Funked Up,Alternative R&B,Amplify,Are & Be,Arkada Calsin,Bedroom Jams,Black Girl Magic,Butter,Chill Mode On,Chilled R&B,Fresh Finds,Good Morning Jazz,Next Wave Neo Soul,POLLEN,R&B Feels,R&B UK,Ready for the Day,Retro Pop,Silk Sheets,Soul Coffee,Soul Lounge,Soul n the City,Soultronic,Spotify & Chill,Study Break,Sweet Soul Sunday,The Newness,This Is How We Do,Your Office Stereo
Fair Chance,Thundercat,65,462096,"['afrofuturism', 'hip hop', 'indie soul']",73,2020-03-17,2020-04-11,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
More Than Enough,Alina Baraz,67,639363,"['alternative r&b', 'electropop', 'etherpop', 'pop']",72,2020-03-26,2020-04-11,7,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Touchy Feely,Ro James,60,176409,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'r&b']",57,2020-03-06,2020-04-11,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Forfeit. (ft. Lucky Daye),Kiana Ledé,68,496626,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",73,2020-03-13,2020-04-11,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
King's Rant,Masego,65,548432,"['alternative r&b', 'indie soul']",71,2020-03-16,2020-04-11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Borderline,Jordan Rakei,55,190423,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",65,2020-03-13,2020-04-11,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Funny Thing,Thundercat,65,462096,"['afrofuturism', 'hip hop', 'indie soul']",73,2020-04-03,2020-04-11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
The Morning,RIMON,50,35590,"['alternative r&b', 'dutch r&b', 'indie r&b']",49,2020-03-19,2020-04-11,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Butterflies Pt. 2,Queen Naija,62,1370478,"['deep pop r&b', 'pop', 'r&b', 'urban contemporary']",67,2020-03-13,2020-04-11,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3 on E,Vulfpeck,57,497509,"['ann arbor indie', 'funk rock', 'instrumental funk']",65,2020-04-03,2020-04-11,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
